TEXT,LABEL,Category
"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit .",1,positive
few films this year have been as resolute in their emotional nakedness .,1,central
hasn t had to be rebooted yet due to connection issues .,0,negative
the measuring spoons would make a great stocking stuffer for any kitchen queen .,1,positive
"even if britney spears is really cute , her movie is really bad .",0,central
"once glitch ,  which i did not view as all that negative .",1,mixed
"what a ripoff !  learn from my mistake ,  do not buy .",0,central
"why come up with something even quasi-original , when you can pillage from shirley jackson , richard matheson ... and puke up something like rose red ?",0,mixed
they felt like the same movie to me .,0,central
"if you are sensitive to maltodextrin ,  this isn t for you .",0,central
"it opens cans ok ,  but no better than the old fashioned openers .",0,negative
"i used this along with another similar product ,  for over num_num months .",0,central
i have two of them in different locations in my house .,1,central
"like most sequels , it takes what worked last time , repeats it and adds more characters , more stunts , more stuff in attempt to camouflage its sameness .",0,mixed
"if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , wait till you see maid in manhattan .",0,negative
"it 's all pretty cynical and condescending , too .",0,negative
would be five stars if it was out of slightly heavier material .,1,positive
this is a good hoodie and well made .,0,mixed
"mine is a piece of junk ,  as far as i am concerned .",0,central
"its direction , its script , and weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for .",1,central
"when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarandon at their raunchy best , even hokum goes down easily .",1,positive
"based on a david leavitt story , the film shares that writer 's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness .",0,negative
"the film meant well in its horse tale about freedom , but was n't able to reach the heart because it was too overbearing .",0,mixed
scores a few points for doing what it does with a dedicated and good-hearted professionalism .,1,mixed
"as elegantly crafted as it often is , anderson 's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame .",0,central
"not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",1,positive
choppy editing and too many repetitive scenes spoil what could have been an important documentary about stand-up comedy .,0,central
so please stop buying this and maybe they will lower the price .,0,central
`` an entire film about researchers quietly reading dusty old letters . '',0,central
maguire is a surprisingly effective peter\/spider-man .,1,positive
this does not appear to attract more mosquitos than the light does by itself .,0,mixed
i will never buy hamilton beach products again .,0,central
there is n't a weak or careless performance amongst them .,1,mixed
adam sandler is to gary cooper what a gnat is to a racehorse .,0,central
"the finer the setting ,  the longer it takes .",1,central
i have a  made in usa  version of this .,0,central
"half of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder ... would be more at home on a daytime television serial .",0,negative
i ve been through so many of these ineffective silly things .,0,central
i couldn t stand the persistent smell of feces in my apartment .,0,central
it makes a buzzing sound when devices are plugged in .,0,mixed
"for all its alleged youthful fire , xxx is no less subservient to bond 's tired formula of guns , girls and gadgets while brandishing a new action hero .",0,central
